   2.1000000e+02   2.8000000e+01   3.2000000e+00   2.4500000e+00  -2.8600308e-02
   2.6000000e+02   3.5000000e+01   9.6000000e+00   1.0500000e+00  -4.6415428e-02
   2.5500000e+02   4.6000000e+01   3.2000000e+00   1.0500000e+00  -2.3960585e-02
   2.5200000e+02   2.1000000e+01   5.6000000e+00   1.0500000e+00   5.8585174e-04
   2.4700000e+02   3.7000000e+01   8.8000000e+00   3.1500000e+00  -1.2072841e-01
   2.1900000e+02   2.3000000e+01   2.4000000e+00   2.4500000e+00   2.3074763e-02
   2.1000000e+02   2.8000000e+01   5.6000000e+00   2.4500000e+00  -8.5454213e-02
   2.5500000e+02   4.6000000e+01   7.2000000e+00   3.8500000e+00  -1.2042271e-01
   2.4200000e+02   2.6000000e+01   8.8000000e+00   3.1500000e+00   3.9177090e-02
   2.4700000e+02   3.7000000e+01   3.2000000e+00   1.7500000e+00   5.4591196e-02
   2.2300000e+02   2.9000000e+01   7.2000000e+00   1.7500000e+00  -1.0032439e-01
   2.4700000e+02   3.7000000e+01   9.6000000e+00   1.0500000e+00  -8.1494956e-02
   2.1900000e+02   2.3000000e+01   4.0000000e+00   3.1500000e+00  -6.0992186e-03
   2.5200000e+02   2.1000000e+01   9.6000000e+00   1.7500000e+00  -1.9938247e-02
   2.5200000e+02   2.1000000e+01   4.8000000e+00   3.1500000e+00   8.0276649e-02
   2.1000000e+02   2.8000000e+01   7.2000000e+00   3.5000000e-01  -1.3185771e-02
   2.4200000e+02   2.6000000e+01   4.8000000e+00   2.4500000e+00   3.7751029e-02
   2.5500000e+02   4.6000000e+01   6.4000000e+00   3.5000000e-01   2.7748919e-02
   2.2300000e+02   2.9000000e+01   6.4000000e+00   1.7500000e+00  -7.0460488e-02
   2.3400000e+02   3.4000000e+01   7.2000000e+00   3.8500000e+00  -1.2628112e-01
   2.5500000e+02   4.6000000e+01   3.2000000e+00   2.4500000e+00   8.4079342e-03
   2.1900000e+02   2.3000000e+01   3.2000000e+00   1.0500000e+00   3.8865851e-02
   2.5200000e+02   2.1000000e+01   1.1200000e+01   1.7500000e+00   1.3429733e-02
   2.1900000e+02   2.3000000e+01   9.6000000e+00   3.8500000e+00  -9.8117779e-02
   2.2300000e+02   2.9000000e+01   3.2000000e+00   1.0500000e+00   4.8792554e-02
   2.1900000e+02   2.3000000e+01   7.2000000e+00   3.8500000e+00  -8.2649179e-02
   2.1000000e+02   2.8000000e+01   6.4000000e+00   1.0500000e+00  -1.4354297e-01
   2.1900000e+02   2.3000000e+01   8.0000000e-01   3.5000000e-01   3.1286864e-01
   2.5200000e+02   2.1000000e+01   8.8000000e+00   1.0500000e+00  -6.0468927e-02
   2.6000000e+02   3.5000000e+01   9.6000000e+00   1.7500000e+00  -7.4663999e-02
   2.4700000e+02   3.7000000e+01   1.0400000e+01   3.1500000e+00  -1.6968692e-01
   2.5500000e+02   4.6000000e+01   7.2000000e+00   1.7500000e+00  -1.6541060e-01
   2.5200000e+02   2.1000000e+01   4.0000000e+00   1.7500000e+00   2.8150407e-02
   2.4700000e+02   3.7000000e+01   6.4000000e+00   3.8500000e+00  -7.2037324e-02
   2.2300000e+02   2.9000000e+01   1.0400000e+01   1.7500000e+00  -1.5415207e-01
   2.5200000e+02   2.1000000e+01   8.0000000e+00   2.4500000e+00   6.0659533e-03
   2.5200000e+02   2.1000000e+01   2.4000000e+00   3.5000000e-01   9.5581172e-02
   2.5200000e+02   2.1000000e+01   4.0000000e+00   3.5000000e-01   3.8679282e-02
   2.1000000e+02   2.8000000e+01   6.4000000e+00   3.8500000e+00  -1.4781608e-01
   2.4200000e+02   2.6000000e+01   1.6000000e+00   2.4500000e+00  -2.0470402e-02
   2.2300000e+02   2.9000000e+01   8.0000000e-01   3.5000000e-01   2.2783366e-01
   2.5500000e+02   4.6000000e+01   1.0400000e+01   1.7500000e+00  -1.7597412e-01
   2.5500000e+02   4.6000000e+01   7.2000000e+00   2.4500000e+00  -1.2111124e-01
   2.6000000e+02   3.5000000e+01   3.2000000e+00   3.1500000e+00   5.1494780e-02
